dni,nombre,apellidos,fechanacimiento,sexo,ciudadorigen
17119475,Constanza,Oliveras Castellanos,1975-11-14,F,Puno
84785187,Isabel,Checa Bernad,1940-09-29,F,Huancayo
83383534,Lilia,Casanovas Coca,1928-05-19,F,Puno
75901176,Mirta,Palma Armengol,1963-12-07,F,Chiclayo
74054558,Teófilo,Barrena Rocamora,1951-10-05,M,Puno
11833132,Hortensia,Ortiz Escolano,1940-11-23,F,Cusco
61138363,Adolfo,Rios Carrasco,2003-04-28,M,Huancayo
88367508,Marco,Codina Mateo,2023-11-29,M,Trujillo
79014218,Nazaret,Moya Montalbán,1967-06-06,F,Puno
08241797,Miguel,Prado Sales,1974-09-10,M,Tacna
44806553,Joan,Arnaiz Tomas,1950-01-01,M,Piura
57318899,Roberta,Español Tomas,1947-11-16,F,Tacna
24957800,Santiago,Quiroga Querol,1981-03-29,M,Chiclayo
15641733,Jose Angel,Jaén Villanueva,1927-11-28,M,Trujillo
35324875,Pancho,Sancho Navarro,1932-01-13,M,Piura
58371137,Maricela,Chaparro Calderon,1930-05-19,F,Piura
01391140,Bernardino,Aragón Bonilla,2015-02-17,M,Lima
15750955,Lalo,Mir Román,1929-01-04,M,Puno
68060492,Teófilo,Cabo Parra,1950-06-11,M,Puno
31097080,Felicia,López Pagès,1955-04-19,F,Trujillo
25358876,Gerardo,Juliá Hernando,1933-02-22,M,Iquitos
91097744,Pío,Pedraza Tamayo,1978-05-15,M,Tacna
68827089,David,Pons Alcolea,1942-06-04,M,Huancayo
54082170,Ruth,Barco Barriga,2002-03-04,F,Chiclayo
99300061,Catalina,Mancebo Alonso,1998-03-01,F,Trujillo
92945657,Sergio,Segovia Hernández,1950-12-22,M,Tacna
50957081,Flora,Blasco Jara,1959-02-12,F,Iquitos
49710639,José Antonio,Méndez Alvarez,1929-01-23,M,Lima
36027106,Juan Francisco,Ordóñez Palomares,1990-01-13,M,Trujillo
77953265,Ovidio,Carbonell Pérez,1935-03-01,M,Trujillo
19178273,Lidia,Cabrero Camino,1928-02-12,F,Trujillo
47626626,Bonifacio,Calvet Sanjuan,1934-10-15,M,Arequipa
77894130,Severiano,Bayona Taboada,1970-04-26,M,Huancayo
62400186,María Del Carmen,Rivera Paredes,2008-12-22,F,Tacna
60273117,Loida,Fortuny Grau,1935-08-01,F,Piura
98154166,Lorena,Canales Espinosa,2008-10-17,F,Lima
21878742,Javi,Cervera Arregui,1954-03-18,M,Huancayo
55957688,Pancho,Cerdán Manuel,1962-08-21,M,Huancayo
52439469,Emilio,Bonet Tur,1959-06-09,M,Lima
46878488,Mateo,Calatayud Zorrilla,1988-08-07,M,Arequipa
94998273,Agustín,Franco Cortina,1978-05-31,M,Piura
74774342,Saturnina,Barrio Jaén,2014-10-16,F,Trujillo
51463462,Marisa,Pablo Guitart,1932-10-17,F,Huancayo
33400151,Emelina,Rodriguez Morán,2025-09-20,F,Cusco
19579792,Natividad,Pablo Zurita,2025-10-20,F,Trujillo
24202973,Mirta,Prieto Ponce,1985-12-22,F,Cusco
41145643,Telmo,Velasco Sanz,1968-03-08,M,Piura
53056700,Adelina,Reig Jurado,1930-12-26,F,Huancayo
76001053,Violeta,Frutos Mascaró,1950-12-17,F,Iquitos
78611208,Aurora,Montoya Pla,1953-02-02,F,Tacna
52049421,Maura,Sola Benet,1927-12-24,F,Huancayo
81147473,Ani,Cózar Farré,1947-12-01,F,Piura
62869057,Juan Manuel,Llabrés Reyes,1981-07-25,M,Huancayo
49956116,Rómulo,Cortés Villaverde,1966-04-25,M,Iquitos
58161780,Albano,Blanes Cepeda,2021-08-08,M,Tacna
30405717,Valerio,Cervera Bru,2001-08-16,M,Arequipa
28842118,David,Rios Albero,1933-03-14,M,Lima
90433211,Lucio,Cabanillas Pont,1939-01-09,M,Chiclayo
15585307,Faustino,Méndez Múgica,1957-03-27,M,Iquitos
26845680,Julie,Perera Romero,1948-10-07,F,Trujillo
12338373,Loida,Prats Mas,2013-08-10,F,Puno
12722673,Rosaura,Ortega Tejera,1933-01-23,F,Trujillo
90168597,Nayara,Solano Moles,1951-05-10,F,Cusco
14796122,Lisandro,Giménez Valero,1957-04-05,M,Tacna
54684922,María José,Carro Folch,1959-12-06,F,Lima
35526388,Julie,Galán Nuñez,2012-02-17,F,Piura
54543786,Filomena,Esteban Rodriguez,1979-08-20,F,Iquitos
25268732,Trinidad,Goñi Prada,2017-03-20,M,Lima
96072258,Florentino,Barriga Pinilla,1983-04-11,M,Lima
60345804,Otilia,Sanmartín Cerro,2019-09-19,F,Trujillo
65218049,Dani,Bello Villar,1931-01-05,M,Chiclayo
17582287,Mario,Cárdenas Carballo,2021-10-28,M,Arequipa
07346146,Emperatriz,Granados Gimenez,2007-05-17,F,Cusco
73945303,Maxi,Malo Escrivá,2009-03-17,M,Trujillo
29094222,Lupe,Gutierrez Morera,1975-01-27,M,Huancayo
25902924,Salomón,Villar Luz,1986-01-21,M,Tacna
89639309,Sabina,Gabaldón Rosales,1934-03-31,F,Puno
59334404,Maura,Diez Martínez,2004-08-10,F,Lima
14665787,Mauricio,Cuervo Estévez,1942-11-12,M,Tacna
75798774,Nicodemo,Bolaños Tena,2001-10-10,M,Lima
41317152,Concepción,Rosales Lozano,1958-10-18,F,Puno
91674570,Raquel,Hoz Tena,2024-11-05,F,Piura
00388427,Ismael,Arjona Lara,2016-08-27,M,Iquitos
96023627,Odalys,Acuña Morata,1950-01-30,F,Tacna
58322538,Hector,Caparrós Castrillo,1984-06-13,M,Lima
41762317,Juan Luis,Ángel Zaragoza,1952-10-17,M,Iquitos
26296320,Claudio,Ruiz Muñoz,1983-09-29,M,Puno
85902562,Zoraida,Flor Figueras,1976-07-09,F,Iquitos
57197898,Dulce,Aragonés Azcona,1981-05-16,F,Chiclayo
88186792,Sol,Rodríguez Posada,1996-11-21,F,Piura
65061070,Alicia,Taboada Ramirez,1977-12-18,F,Puno
93419283,Conrado,Patiño Ribas,1991-02-06,M,Tacna
95264475,Virginia,Meléndez Guzman,1959-06-24,F,Lima
72509172,Delia,Montalbán Cabello,1931-11-23,F,Tacna
89868202,Kike,Checa Tomás,1933-03-20,M,Puno
51856594,Melisa,Velázquez Casanova,1999-10-25,F,Arequipa
30679679,Samu,Amores Llopis,1969-10-27,M,Chiclayo
69591519,Agustina,Llobet Benavent,2000-05-11,F,Tacna
48777415,Loreto,Plana Fuente,1976-03-21,F,Trujillo
37269333,Angelina,Donaire Mendez,2004-06-10,F,Cusco
66203453,Calisto,Ramón Ojeda,1990-11-03,M,Tacna
64031012,Nieves,Real Gomez,1991-11-23,F,Lima
10093829,Amarilis,Puga Vicente,2012-05-22,F,Tacna
63444526,Venceslás,Perales Lumbreras,1941-01-08,M,Cusco
33182953,Benito,Rozas Larrañaga,2023-11-08,M,Trujillo
88268311,Clotilde,Baró Gómez,2022-01-30,F,Lima
19722564,Evita,Galindo Giner,1965-06-05,F,Lima
06197282,Adelardo,Mercader Frutos,1982-11-01,M,Tacna
88679609,Gastón,Alcaraz Alcolea,1951-10-18,M,Arequipa
24742401,Valentín,Doménech Romero,1930-10-23,M,Piura
54183775,Octavio,Losada Angulo,1969-01-31,M,Chiclayo
80111408,Alberto,Sanz Alsina,1976-06-26,M,Iquitos
19720158,Zacarías,Hoyos Solana,1931-04-15,M,Iquitos
25128098,Alfonso,Valcárcel Osorio,1955-09-28,M,Chiclayo
60081640,Jacinta,Botella Corominas,1968-06-01,F,Chiclayo
79540339,Florinda,Sainz Gonzalez,2004-02-02,F,Piura
00196458,Valentín,Domingo Muro,2005-12-14,M,Iquitos
52368188,Felix,Meléndez Jaume,1945-10-31,M,Iquitos
38403986,Moisés,Abascal Santamaria,2019-05-10,M,Iquitos
26467839,Teófilo,Manjón Guardia,1931-07-27,M,Arequipa
00296307,Benita,Coloma Serna,1978-08-14,F,Iquitos
58304753,Maribel,Múgica Mendizábal,1935-05-15,F,Arequipa
83154912,Juanita,Castellanos Vilalta,1971-02-23,F,Iquitos
72883365,Bonifacio,Cuenca Domínguez,1936-04-30,M,Iquitos
38163795,Dalila,Prats Pizarro,2021-08-01,F,Lima
26616734,Nicodemo,Solé Fernández,1986-07-14,M,Tacna
45084687,Bárbara,Izquierdo Alfaro,2005-09-14,F,Tacna
00832038,Paz,Barral Prats,1959-05-10,F,Puno
43251277,Ruth,Gras Gil,1971-05-13,F,Lima
13773473,Olivia,Cobos Palacio,1929-10-18,F,Tacna
18682964,Rosario,García Sanjuan,1998-05-10,M,Huancayo
78944276,Rebeca,Morillo Ortiz,1989-06-16,F,Puno
19320633,Benjamín,Villalonga Escrivá,2021-09-01,M,Chiclayo
02745586,Juan Carlos,Llopis Serna,1971-07-14,M,Arequipa
64445650,Chelo,Pulido Alcázar,2005-05-31,F,Iquitos
80349193,Ángela,Palau Ropero,1973-02-12,F,Chiclayo
98609556,Jafet,Ríos Cabezas,1988-07-16,M,Trujillo
83643729,Mario,Amor Duque,1974-04-11,M,Iquitos
25227057,Buenaventura,Portillo Salcedo,1943-07-06,M,Trujillo
51825418,Agapito,Águila Zorrilla,1941-04-25,M,Lima
40226945,Efraín,Pujadas Sanjuan,1925-12-17,M,Iquitos
76044208,Galo,Carmona Cepeda,1941-04-21,M,Trujillo
90635399,Ignacio,Cuevas Guerrero,1958-04-11,M,Chiclayo
55092063,Gregorio,Andrade Alsina,1957-08-04,M,Arequipa
34654265,Teresita,Jove Oller,1978-03-15,F,Lima
72668866,Flavia,León Sainz,1989-07-15,F,Trujillo
20341248,Mario,Noriega Pozuelo,2008-02-26,M,Tacna
53877951,Ester,Hernandez Cruz,1967-09-15,F,Huancayo
68996783,Julián,Parra Fábregas,1997-11-12,M,Piura
03574166,Donato,Gómez Capdevila,1971-10-21,M,Arequipa
43262515,Eusebio,Alemán Armas,1977-04-05,M,Puno
60457973,Begoña,Salom Clemente,1993-01-20,F,Chiclayo
80862329,Pepita,Cuevas Casado,2009-09-19,F,Piura
87161593,Gracia,Abril Benito,2007-06-10,F,Chiclayo
11663257,Fabio,Figueroa Manso,1930-07-21,M,Trujillo
25255371,Ofelia,Marti Casado,1945-10-27,F,Huancayo
09561086,Concha,Aragonés Carreras,2019-02-22,F,Arequipa
09660512,Chus,Pedrosa Bolaños,1963-04-03,M,Iquitos
09729832,Ignacia,Larrañaga Mariño,1957-12-07,F,Iquitos
94945182,Lucila,Esteve Verdugo,2019-11-18,F,Trujillo
91823781,Adelia,Miguel Baró,1930-09-25,F,Piura
68147506,Angelino,Baena Herranz,1930-07-26,M,Arequipa
56524249,Sandra,Téllez Almagro,2025-11-18,F,Arequipa
63791223,Dolores,Valderrama Ariza,1974-12-29,F,Piura
23830439,Anastasio,Riba Beltran,1999-09-09,M,Puno
10466645,Teresita,Reig Águila,1944-02-05,F,Puno
71307202,Lope,Pombo Verdú,2014-03-01,M,Cusco
50229981,Leandro,Perelló Mendez,2005-07-09,M,Lima
09227637,Plinio,Llorente Alcalde,1962-10-24,M,Iquitos
78134632,Valentín,Alcalá Lobato,1926-06-15,M,Piura
60425645,Curro,Mosquera García,1993-04-17,M,Piura
64188297,Valentín,Maza Cantero,1954-07-17,M,Lima
18264601,Julio César,Echeverría Paniagua,2003-12-21,M,Piura
52542690,Jerónimo,Garrido Ledesma,1945-09-26,M,Arequipa
31631470,Marianela,Diaz Aguiló,2008-12-15,F,Chiclayo
36994123,Clotilde,Segovia Santana,1947-01-03,F,Tacna
12003271,Dani,Román Vicente,1964-08-13,M,Cusco
94889358,Angélica,Uría Paz,1940-12-15,F,Piura
50893058,Bienvenida,Moraleda Falcón,1950-11-28,F,Arequipa
61759415,Jorge,Trujillo Palomares,2021-12-04,M,Iquitos
53752399,Sandalio,Enríquez Jódar,1983-05-04,M,Huancayo
14843577,Haydée,Echeverría Giner,1988-04-29,F,Arequipa
78963042,Mercedes,Leiva Pinedo,1928-09-20,F,Chiclayo
43822006,Bienvenida,Pellicer Cantón,2004-01-14,F,Puno
93526574,Silvio,Pintor Gabaldón,1948-02-14,M,Piura
36814881,Eligio,Nuñez Echevarría,1950-07-21,M,Piura
85521028,Amelia,Taboada Núñez,1959-10-09,F,Tacna
84549791,Lara,Valls Sotelo,1941-03-18,F,Chiclayo
46178837,Odalys,Catalán Adán,1964-12-30,F,Chiclayo
21152542,Segismundo,Cuevas Fabra,1962-06-15,M,Piura
32802511,Fortunata,Aznar Lobo,1967-12-03,F,Huancayo
96857822,Jacinta,Giner Bolaños,1988-06-12,F,Piura
49526761,Jafet,Alcalá Robles,1994-06-21,M,Trujillo
11061206,Guadalupe,Espada Cervera,1981-12-05,M,Lima
93112253,Pablo,Ibañez Diez,2004-11-04,M,Lima
63750230,Jose Manuel,Saavedra Arranz,2007-08-16,M,Huancayo
02123157,Julieta,Lloret Ferrero,1936-10-24,F,Puno
43086764,Carmelita,Cañete Martin,1968-06-09,F,Piura
99750451,Silvia,Trillo Izquierdo,1970-12-07,F,Piura
59565003,Eutimio,Narváez Muro,1990-06-08,M,Chiclayo
05709723,Nydia,Barroso Santos,1938-07-22,F,Chiclayo
33370205,Adoración,Ugarte Pelayo,1933-05-28,F,Iquitos
83670836,Ambrosio,Requena Salvà,1933-12-25,M,Iquitos
94970896,Juan Manuel,Losada Aramburu,1960-04-16,M,Cusco
17731155,Ruth,Bautista Parra,1929-09-25,F,Trujillo
01082785,Cándida,Bernat Valdés,1970-02-02,F,Iquitos
28585073,Mohamed,Delgado Zamorano,1964-12-31,M,Huancayo
03444640,Urbano,Fábregas Donoso,1969-08-13,M,Arequipa
58939570,Rosario,Azorin Blanco,2013-02-13,M,Huancayo
41223507,Moreno,Tejera Ballesteros,1963-11-20,M,Chiclayo
86417853,Perlita,Carrera Alberola,1966-09-16,F,Puno
99808054,Manu,Navarro Azcona,2023-10-27,F,Cusco
71790608,Celia,Amigó Morata,2019-06-28,F,Puno
95060964,Ismael,Gallego Arcos,1953-01-24,M,Chiclayo
69023259,Ulises,Valderrama Sala,1967-01-06,M,Lima
09611428,Fabián,Barón Báez,1942-05-18,M,Puno
27672756,María Carmen,Gibert Julián,2015-06-06,F,Trujillo
77798572,Pelayo,Granados Cisneros,1999-02-02,M,Cusco
68356036,Aitana,García Adán,1982-03-14,F,Arequipa
23915157,Alfredo,Palacio Velázquez,1950-08-18,M,Huancayo
19387430,Elías,Doménech Valbuena,2011-04-21,M,Tacna
82139430,Lourdes,Santamaría Jerez,2010-09-05,F,Arequipa
23840554,Albino,Reina Leal,1958-08-06,M,Lima
16422488,Sandra,Roca Parejo,1973-11-17,F,Iquitos
35620518,Darío,Fernández Huertas,1971-06-08,M,Arequipa
22522783,Emiliano,Andrade Bas,2025-11-13,M,Lima
11870241,Nando,Cámara Ibáñez,1986-04-22,M,Chiclayo
40777394,Encarna,Casanovas Arana,2022-12-12,F,Puno
67898288,Ambrosio,Tamayo Castro,1934-02-03,M,Lima
11455573,Nazario,Vila Baquero,1945-05-06,M,Puno
72469459,Samanta,Vila Duarte,1939-09-22,F,Iquitos
91327139,Adelina,Luque Cuenca,1935-02-17,F,Lima
12970898,Alejo,Isern Antúnez,2017-11-26,M,Piura
97585904,Iris,Urrutia Ocaña,2020-11-29,F,Trujillo
22395089,Palmira,Agustí Osorio,1975-11-26,F,Lima
96369869,Francisco Jose,Ramirez Palau,1948-09-09,M,Lima
62835150,Chelo,Meléndez Pozo,1952-06-07,F,Iquitos
72973962,Virginia,Garriga Cantero,1961-05-02,F,Cusco
94684185,Felix,Lobato Bayona,2006-12-02,M,Huancayo
97372410,Blanca,Millán Castañeda,2026-05-09,F,Tacna
51645662,Jordi,Isern Rebollo,1932-11-02,M,Iquitos
10139790,Victoriano,Fabra Olivé,1977-11-23,M,Tacna
05477747,Apolinar,Benet Barrena,1951-05-31,M,Lima
84090816,Manuela,Arrieta Badía,1943-06-22,F,Lima
21124706,Nereida,Cobos Bayo,1972-01-25,F,Lima
08918494,Omar,Montaña Cruz,1955-08-03,M,Tacna
21379973,Nydia,Tamarit Pons,1983-05-24,F,Cusco
15294974,Ale,Nevado Almeida,2011-10-10,M,Piura
98361962,Demetrio,Múgica Cortes,2002-05-25,M,Tacna
70618939,Zacarías,Vives Peñas,1976-09-24,M,Trujillo
94205531,Guadalupe,Sala Guerra,1963-08-19,M,Piura
06162637,Leonor,Montesinos Morell,1954-10-16,F,Tacna
25347127,Eliseo,Amigó Gallardo,1940-05-19,M,Lima
68678259,Kike,Sainz Lastra,1958-01-27,M,Lima
40182071,Leonel,Sanjuan Gordillo,1961-10-22,M,Tacna
58711822,Severino,Lopez Galán,1962-11-16,M,Cusco
92521652,Lourdes,Sebastián Arana,2020-10-27,F,Tacna
33330590,Ale,Rocamora Lerma,1965-12-11,F,Arequipa
09593236,Miguela,Urrutia Soria,1993-09-10,F,Iquitos
86730870,María Fernanda,Chamorro Alcalde,2013-02-28,F,Puno
60453005,Ciríaco,Ferrando Sarmiento,2025-12-31,M,Trujillo
16488673,Ruy,Vega Linares,1933-02-17,M,Iquitos
16897034,Adelaida,Catalá Jimenez,1960-01-18,F,Tacna
69539307,Adán,Miranda Barragán,2004-01-28,M,Cusco
16989375,Pedro,Alcalá Calvo,1937-01-08,M,Cusco
13740433,Vito,Antón Carrera,1993-07-31,M,Tacna
97313156,Prudencio,Armas Pastor,1939-07-10,M,Piura
71814033,Fernanda,Azorin Bauzà,1970-08-29,F,Lima
88473130,Pánfilo,Elías Esparza,1984-11-12,M,Chiclayo
37667067,Rufina,Cuervo Carbó,1990-03-22,F,Iquitos
92988053,Victor Manuel,Carro Bautista,2011-12-24,M,Tacna
40088089,Clemente,Jover Vergara,1960-10-28,M,Cusco
47214587,Abril,Sales Asenjo,1946-02-21,F,Piura
67418892,Joaquina,Ferrando Haro,1925-08-06,F,Tacna
74072832,Octavio,Barberá Quirós,1971-08-03,M,Arequipa
32540034,Anselma,Tormo Aller,1941-08-15,F,Cusco
60439792,Dorotea,Esteve Vaquero,1972-11-21,F,Iquitos
67037371,Jacobo,Jordá Folch,1971-07-16,M,Chiclayo
68808517,Ezequiel,Lladó Gonzalo,1970-06-29,M,Huancayo
59225003,María Fernanda,Rosell Bayona,1936-11-16,F,Iquitos
17625548,Melchor,Tomas Barroso,2012-09-30,M,Lima
59590207,Adelia,Sáenz Lladó,1973-03-16,F,Cusco
71650797,Nico,Lluch Ariza,2001-03-24,M,Puno
47885412,Juanito,Carreras Arellano,1997-06-27,M,Lima
34490864,Andrea,Escolano Lamas,1954-11-03,F,Tacna
07177248,Lucas,Amorós Soto,2024-10-08,M,Piura
34643123,Natanael,Torrent Castañeda,2004-12-26,M,Chiclayo
51883467,Marino,Barón Peiró,1959-11-17,M,Piura
55926576,Bautista,Ariño Agustín,2023-02-22,M,Trujillo
21413534,Primitiva,Sureda Manzanares,1994-06-23,F,Lima
40660520,Jose Manuel,Doménech Cámara,1958-08-11,M,Iquitos
45670060,Salomé,Castejón Cid,1965-06-02,F,Chiclayo
29995396,Manu,Cabello Alfaro,1975-02-12,M,Huancayo
30258529,Carlito,Ripoll Abellán,2020-06-15,M,Lima
41300168,Bernardino,Torres Ródenas,1949-09-28,M,Huancayo
31600206,Elisa,Tello Sala,1952-10-10,F,Tacna
34665449,Rubén,Moraleda Carvajal,1999-01-08,M,Cusco
72064335,Flavio,Cervera Pellicer,2010-05-15,M,Iquitos
12881515,Carmelita,Carbonell Escobar,1984-03-11,F,Huancayo
92136871,Ana Belén,Hervás Olivera,1975-08-17,F,Iquitos
17601669,Horacio,Palomo Mesa,1983-02-26,M,Iquitos
58350886,Amparo,Garmendia Palacios,1932-04-21,F,Cusco
62100016,Nuria,Rivera Porcel,1952-08-21,F,Iquitos
00788122,Eliana,Manuel Castejón,1967-05-27,F,Iquitos
19475226,Estefanía,Goñi Arnau,1962-02-08,F,Arequipa
08749578,Adelina,Sancho Vicens,1994-10-07,F,Cusco
74941406,Alberto,Llano Lerma,1949-03-24,M,Tacna
64286866,Cosme,Sebastián Baquero,2020-05-07,M,Chiclayo
49924043,Hector,Oliver Jaume,2024-06-09,M,Huancayo
04855082,Jennifer,Carlos Cánovas,2008-09-04,F,Lima
06733311,Chema,Calzada Sarmiento,1940-12-16,M,Piura
05745079,Fabián,Pons Almeida,1966-10-18,M,Arequipa
81155502,Isabel,Blázquez Pintor,1995-05-09,F,Huancayo
38559428,Jacobo,Amo Barrena,2003-04-13,M,Iquitos
37244371,Guillermo,Ribes Pavón,1972-06-30,M,Puno
84777930,Alba,Ariza Ramón,1962-04-14,F,Lima
95708619,Osvaldo,Cornejo Jaén,1967-02-15,M,Arequipa
07839295,Maximiano,Sosa Isern,1987-07-29,M,Arequipa
90974110,Isabel,Rivero Pastor,1999-07-04,F,Cusco
73157816,Graciana,Marti Badía,1971-02-26,F,Lima
00883374,Benigna,Aroca Cisneros,1989-05-05,F,Trujillo
61789988,Rico,Bas Villalonga,2003-10-14,M,Tacna
44220917,Gracia,Iglesias Perales,1985-01-26,F,Iquitos
78456743,Rogelio,Berrocal Zamora,1963-08-16,M,Chiclayo
59379240,Leandro,Tenorio Gonzalo,1951-05-01,M,Chiclayo
62325535,Alejo,Arce Mayol,1934-12-09,M,Tacna
31953029,Ruben,Gilabert Poza,1980-02-08,M,Huancayo
41562818,Pablo,Oliveras Olivera,1992-09-24,M,Iquitos
10644891,Olalla,Marín Pedro,2017-09-27,F,Puno
30388279,Matilde,Pérez Quiroga,1993-06-14,F,Chiclayo
55697208,Brígida,Gárate Tello,1987-09-15,F,Tacna
02986909,Brunilda,Llamas Pedrero,1936-02-06,F,Chiclayo
28566378,Marisol,Sánchez Muñoz,2004-05-16,F,Puno
26946394,Bernardita,Campos Arcos,1990-05-06,F,Lima
10036489,Joaquín,Silva Manzano,2012-06-11,M,Trujillo
76884378,Aurelia,Gil Toledo,1962-06-15,F,Piura
63164806,Josué,Garmendia Vara,2000-02-26,M,Tacna
08463140,Celso,Palomo Haro,1973-06-17,M,Arequipa
56050240,Reina,Rodrigo Sevillano,1998-05-22,F,Puno
84968389,Jacobo,Llopis Solís,1968-09-27,M,Iquitos
79354068,Américo,Salmerón Bustamante,1929-06-11,M,Trujillo
37262021,Delfina,Ferrera Montenegro,1952-12-10,F,Piura
32108871,Eustaquio,Amor Manso,1939-07-25,M,Arequipa
65349406,Morena,Lladó Diego,1964-06-05,F,Trujillo
81038602,Isidro,Jove Gabaldón,2026-01-02,M,Tacna
23907675,Quirino,Páez Arnal,1941-02-04,M,Cusco
75090874,Santos,Sabater Sedano,2006-10-20,M,Piura
04462268,Rebeca,Nadal Córdoba,1993-06-18,F,Iquitos
52134081,Saturnino,Cabañas Comas,1989-01-21,M,Trujillo
77007813,Isabela,Revilla Higueras,1998-01-11,F,Huancayo
45944672,Juan Luis,Romeu Barrios,1932-06-28,M,Iquitos
71449013,Nydia,Carvajal Araujo,1958-09-24,F,Trujillo
48948853,Quique,Santana Tolosa,1980-09-21,M,Cusco
37455725,Ricardo,Manjón Cabello,1997-02-07,M,Iquitos
96941177,Sebastián,Segura Rubio,2000-06-10,M,Cusco
31143083,Ismael,Arribas Font,2023-07-24,M,Chiclayo
24041705,Ezequiel,Meléndez Jiménez,1946-02-03,M,Lima
24850916,Santiago,Romeu Palomares,1992-09-15,M,Lima
48071338,Baudelio,Lluch Gutiérrez,1944-10-01,M,Arequipa
98224194,Lupe,Sáenz Flor,2020-12-24,M,Cusco
44709771,Augusto,Mata Madrigal,1960-02-15,M,Lima
99507765,Bautista,Castells Soto,2004-12-22,M,Iquitos
41893103,Alberto,Vega Quirós,1965-08-04,M,Chiclayo
70423600,Calixto,Amigó Moll,1960-09-10,M,Piura
21639610,Carolina,Baena Vazquez,2015-03-06,F,Chiclayo
43002704,Pascuala,Riquelme Bernat,1992-01-12,F,Tacna
61188179,Anna,Sanchez Ibañez,2005-10-31,F,Iquitos
81008810,Enrique,Guillen Alsina,1926-02-25,M,Trujillo
51047161,Severino,Muñoz Saez,1959-10-10,M,Arequipa
08606204,Nadia,Amigó Armas,1977-09-30,F,Puno
31855221,Álvaro,Aguilera Salcedo,1979-03-08,M,Piura
36347480,Bernabé,Garcés Colomer,1999-06-28,M,Trujillo
64435837,Juan Francisco,Martín Palomino,2009-02-12,M,Tacna
80814213,Iris,Cordero Jaume,2006-10-12,F,Trujillo
56741186,Zoraida,Oller Vallejo,1996-03-16,F,Huancayo
86051198,Gabriel,Salas Bustamante,1972-01-11,M,Cusco
04064621,Aristides,Prada Torrents,1963-01-08,M,Puno
29238078,Marisol,Arnal Adadia,2021-07-20,F,Piura
27475898,Emilio,Ferrero Comas,1950-07-11,M,Puno
50025945,Perlita,Santiago Buendía,1933-11-25,F,Arequipa
29132956,Agapito,Pozuelo Mayol,1945-12-18,M,Piura
96078017,Rosalva,Pallarès Maldonado,1977-08-24,F,Arequipa
02388065,Maite,Arribas Bolaños,1984-10-17,F,Huancayo
61325593,Anna,Villalba Amo,1956-01-30,F,Cusco
54410768,Teófila,Díez Ballesteros,1978-01-05,F,Trujillo
11541013,Marisol,Tamayo Aguiló,1994-11-01,F,Lima
24596683,Albert,Hernando Pinto,1930-11-05,M,Lima
71949779,Fabiana,Ortega Cordero,1975-05-26,F,Chiclayo
61269483,Carmelita,Gimenez Pareja,1970-08-25,F,Puno
18330165,Apolonia,Manzanares Polo,1969-07-03,F,Puno
57003929,Armida,Amor Escudero,1980-12-19,F,Trujillo
40914828,Jordi,Alberto Rosell,1977-08-30,M,Lima
09385504,Joaquina,Batlle Solana,1963-04-15,F,Tacna
84766178,Fabiana,Suarez Palma,1940-08-27,F,Tacna
97527350,Galo,Espada Agudo,1998-10-01,M,Iquitos
89478565,Emigdio,Cáceres Castañeda,1933-08-21,M,Cusco
63990675,Apolinar,Castilla Benavides,2005-01-28,M,Puno
37894550,Josefa,Pedrosa Fernandez,1926-12-04,F,Trujillo
23153719,Almudena,Escalona Porcel,1940-11-30,F,Lima
53765833,Josep,Rebollo Almagro,2012-06-22,M,Lima
46292073,Judith,Marcos Amador,2013-01-26,F,Piura
32857712,Genoveva,Flores Otero,2008-09-11,F,Huancayo
53334616,Carmina,Salom Tamayo,1981-01-04,F,Iquitos
73725479,Lisandro,Sanz Salinas,2025-12-01,M,Arequipa
07943476,Blanca,Trillo Dávila,1965-11-11,F,Lima
64134589,Lara,España Aguiló,1991-04-28,F,Cusco
03305472,Nilda,Redondo Aznar,1959-12-05,F,Huancayo
78103313,Calisto,Rosselló Diaz,1997-05-24,M,Puno
40599982,Isabel,Otero Pardo,2012-06-10,F,Trujillo
02389889,Nidia,Carbajo Casanovas,1959-10-08,F,Tacna
84069294,Felisa,Gordillo Salgado,2025-01-29,F,Huancayo
73440467,Paula,Capdevila Rincón,1972-10-19,F,Huancayo
45232603,Hernando,Blanes Padilla,1955-10-29,M,Trujillo
34061677,Pilar,Atienza Pera,1970-02-27,F,Trujillo
36228520,Ovidio,Escribano Sáez,2010-06-09,M,Trujillo
62146724,Antonia,Viña Amigó,1981-01-06,F,Chiclayo
59192859,Antonia,Cuadrado Cabrero,2023-09-14,F,Piura
23324880,Noelia,Reguera Vicens,1966-09-03,F,Tacna
76378353,Jose Luis,Barrios Tejedor,2011-10-07,M,Arequipa
70524101,Amaro,Ramirez Vélez,1989-01-17,M,Puno
78596685,Fabio,Tejero Cantón,1985-06-23,M,Lima
30609202,Eric,Carlos Saavedra,2021-01-12,M,Huancayo
73852223,Nélida,Gutierrez Nuñez,1934-10-15,F,Piura
21081370,Miriam,Avilés Manso,1938-08-06,F,Tacna
80047847,Leandro,Bueno Abad,2001-08-28,M,Lima
91322318,Adrián,Ricart Gaya,1964-10-07,M,Huancayo
82650877,Azeneth,Valera Peral,1964-04-22,F,Cusco
77977278,Quirino,Dávila Alvarez,1962-06-05,M,Piura
